ensg_id	hgnc_symbol	gene_name_primary	gene_names_all	uniprot_accession	enst_id	chrom_hg38	start_hg38	end_hg38	strand_hg38	chrom_hg19	start_hg19	end_hg19	strand_hg19
ENSG00000042781	USH2A	USH2A	USH2A	O75445	ENST00000674083;ENST00000307340;ENST00000366942	1	215622891	216423448	-1	1	215796236.0	216596738.0	-1.0
ENSG00000042813	ZPBP	ZPBP	ZPBP ZPBP1	Q9BS86	ENST00000046087;ENST00000419417	7	49850421	50121329	-1	7	49890017.0	50160925.0	-1.0
ENSG00000042832	TG	TG	TG	P01266	ENST00000220616	8	132866958	133134903	1	8	133879203.0	134147147.0	1.0
ENSG00000042980	ADAM28	ADAM28	ADAM28 ADAM23 MDCL	Q9UKQ2	ENST00000265769;ENST00000437154	8	24294016	24359014	1	8	24151553.0	24216531.0	1.0
ENSG00000043591	ADRB1	ADRB1	ADRB1 ADRB1R B1AR	P08588	ENST00000369295	10	114043866	114046904	1	10	115803806.0	115806667.0	1.0
ENSG00000044524	EPHA3	EPHA3	EPHA3 ETK ETK1 HEK TYRO4	P29320	ENST00000336596;ENST00000452448	3	89107522	89482437	1	3	89156674.0	89531284.0	1.0
ENSG00000046604	DSG2	DSG2	DSG2 CDHF5	Q14126	ENST00000261590	18	31497624	31551351	1	18	29078006.0	29128971.0	1.0
ENSG00000046653	GPM6B	GPM6B	GPM6B M6B	Q13491	ENST00000316715;ENST00000454189;ENST00000355135;ENST00000356942	X	13770939	13938638	-1	X	13789150.0	13956757.0	-1.0
ENSG00000047457	CP	CP	CP	P00450	ENST00000264613	3	149162410	149221998	-1	3	148880197.0	148939842.0	-1.0
ENSG00000047617	ANO2	ANO2	ANO2 C12orf3 TMEM16B	Q9NQ90	ENST00000650848;ENST00000356134	12	5531869	5946232	-1	12	5641035.0	6055398.0	-1.0
ENSG00000047936	ROS1	ROS1	ROS1 MCF3 ROS	P08922	ENST00000368508	6	117287353	117425942	-1	6	117609463.0	117747018.0	-1.0
ENSG00000048140	TSPAN17	TSPAN17	TSPAN17 FBXO23 TM4SF17	Q96FV3	ENST00000298564;ENST00000508164;ENST00000515708	5	176647387	176659058	1	5	176074388.0	176086058.0	1.0
ENSG00000049089	COL9A2	COL9A2	COL9A2	Q14055	ENST00000372748	1	40300487	40317813	-1	1	40766159.0	40783488.0	-1.0
ENSG00000049130	KITLG	KITLG	KITLG MGF SCF	P21583	ENST00000644744;ENST00000347404	12	88492789	88580851	-1	12	88886570.0	88974628.0	-1.0
ENSG00000049192	ADAMTS6	ADAMTS6	ADAMTS6	Q9UKP5	ENST00000381055;ENST00000381052	5	65148738	65481920	-1	5	64444563.0	64777747.0	-1.0
ENSG00000049239	H6PD	H6PD	H6PD GDH	O95479	ENST00000377403;ENST00000602477	1	9234774	9271337	1	1	9294834.0	9331396.0	1.0
ENSG00000049249	TNFRSF9	TNFRSF9	TNFRSF9 CD137 ILA	Q07011	ENST00000377507	1	7915871	7943165	-1	1	7979907.0	8000926.0	-1.0
ENSG00000049323	LTBP1	LTBP1	LTBP1	Q14766	ENST00000404816;ENST00000404525;ENST00000407925	2	32946472	33399509	1	2	33172039.0	33624576.0	1.0
ENSG00000049449	RCN1	RCN1	RCN1 RCN	Q15293	ENST00000054950	11	32090971	32105722	1	11	31833939.0	32127301.0	1.0
ENSG00000049656	CLPTM1L	CLPTM1L	CLPTM1L CRR9	Q96KA5	ENST00000320895	5	1317744	1345099	-1	5	1317859.0	1345214.0	-1.0
ENSG00000049860	HEXB	HEXB	HEXB HCC7	P07686	ENST00000261416	5	74640023	74722647	1	5	73935848.0	74018472.0	1.0
ENSG00000050130	JKAMP	JKAMP	JKAMP C14orf100 JAMP CDA06 HSPC213 HSPC327	Q9P055	ENST00000616435;ENST00000425728;ENST00000356057	14	59484443	59505410	1	14	59951161.0	59972128.0	1.0
ENSG00000050165	DKK3	DKK3	DKK3 REIC UNQ258/PRO295	Q9UBP4	ENST00000396505;ENST00000326932;ENST00000683431	11	11956207	12009948	-1	11	11984653.0	12031316.0	-1.0
ENSG00000050438	SLC4A8	SLC4A8	SLC4A8 KIAA0739 NBC NBC3 NDCBE1	Q2Y0W8	ENST00000535225;ENST00000453097;ENST00000514353;ENST00000358657	12	51391317	51515763	1	12	51785101.0	51902980.0	1.0
ENSG00000050555	LAMC3	LAMC3	LAMC3	Q9Y6N6	ENST00000361069	9	131009149	131094473	1	9	133884469.0	133969860.0	1.0
ENSG00000050628	PTGER3	PTGER3	PTGER3	P43115	ENST00000370931;ENST00000628037;ENST00000479353;ENST00000460330;ENST00000356595;ENST00000306666;ENST00000370924	1	70852353	71047816	-1	1	71318036.0	71513491.0	-1.0
ENSG00000052344	PRSS8	PRSS8	PRSS8	Q16651	ENST00000317508;ENST00000568261	16	31131433	31135727	-1	16	31142756.0	31147083.0	-1.0
ENSG00000053108	FSTL4	FSTL4	FSTL4 KIAA1061	Q6MZW2	ENST00000265342	5	133196455	133612688	-1	5	132532147.0	132948255.0	-1.0
ENSG00000053747	LAMA3	LAMA3	LAMA3 LAMNA	Q16787	ENST00000313654;ENST00000399516;ENST00000269217;ENST00000587184	18	23689453	23956222	1	18	21269407.0	21535030.0	1.0
ENSG00000053918	KCNQ1	KCNQ1	KCNQ1 KCNA8 KCNA9 KVLQT1	P51787	ENST00000155840;ENST00000335475	11	2444654	2849105	1	11	2465914.0	2870339.0	1.0
ENSG00000054179	ENTPD2	ENTPD2	ENTPD2 CD39L1	Q9Y5L3	ENST00000355097;ENST00000312665	9	137048107	137054061	-1	9	139942550.0	139948497.0	-1.0
ENSG00000054219	LY75	LY75	LY75 CD205 CLEC13B	O60449	ENST00000263636	2	159803355	159904756	-1	2	160628362.0	160761260.0	-1.0
ENSG00000054277	OPN3	OPN3	OPN3 ECPN	Q9H1Y3	ENST00000366554	1	241590102	241677376	-1	1	241753404.0	241840678.0	-1.0
ENSG00000054356	PTPRN	PTPRN	PTPRN ICA3 ICA512	Q16849	ENST00000295718;ENST00000409251;ENST00000423636	2	219289623	219309648	-1	2	220154345.0	220174370.0	-1.0
ENSG00000054803	CBLN4	CBLN4	CBLN4 CBLNL1 UNQ718/PRO1382	Q9NTU7	ENST00000064571	20	55997357	56005519	-1	20	54572496.0	54580528.0	-1.0
ENSG00000054938	CHRDL2	CHRDL2	CHRDL2 BNF1 CHL2 UNQ765/PRO1557	Q6WN34	ENST00000263671;ENST00000376332;ENST00000528471;ENST00000534276	11	74696429	74731426	-1				
ENSG00000054967	RELT	RELT	RELT TNFRSF19L	Q969Z4	ENST00000064780;ENST00000393580	11	73376325	73397474	1	11	73087309.0	73108519.0	1.0
ENSG00000054983	GALC	GALC	GALC	P54803	ENST00000261304;ENST00000393569;ENST00000393568;ENST00000544807	14	87837820	87993665	-1	14	88304164.0	88460009.0	-1.0
ENSG00000055118	KCNH2	KCNH2	KCNH2 ERG ERG1 HERG	Q12809	ENST00000330883;ENST00000262186	7	150944064	150978394	-1				
ENSG00000055211	GINM1	GINM1	GINM1 C6orf72 UNQ710/PRO1361	Q9NU53	ENST00000367419	6	149566206	149591748	1				
ENSG00000055732	MCOLN3	MCOLN3	MCOLN3	Q8TDD5	ENST00000370589;ENST00000341115	1	85018082	85048679	-1	1	85483765.0	85514182.0	-1.0
ENSG00000055955	ITIH4	ITIH4	ITIH4 IHRP ITIHL1 PK120 PRO1851	Q14624	ENST00000266041;ENST00000406595	3	52812918	52831069	-1	3	52846991.0	52865495.0	-1.0
ENSG00000055957	ITIH1	ITIH1	ITIH1 IGHEP1	P19827	ENST00000273283;ENST00000537050	3	52777567	52792068	1	3	52811603.0	52826078.0	1.0
ENSG00000056291	NPFFR2	NPFFR2	NPFFR2 GPR74 NPFF2 NPGPR	Q9Y5X5	ENST00000308744;ENST00000358749;ENST00000395999	4	72031902	72148311	1	4	72897521.0	73013784.0	1.0
ENSG00000056736	IL17RB	IL17RB	IL17RB CRL4 EVI27 IL17BR UNQ2501/PRO19612	Q9NRM6	ENST00000288167	3	53845783	53866045	1	3	53880607.0	53899827.0	1.0
ENSG00000056998	GYG2	GYG2	GYG2	O15488	ENST00000381163;ENST00000398806;ENST00000353656	X	2828571	2890109	1	X	2746829.0	2800859.0	1.0
ENSG00000057019	DCBLD2	DCBLD2	DCBLD2 CLCP1 ESDN	Q96PD2	ENST00000326840;ENST00000326857	3	98795941	98901729	-1	3	98514785.0	98620533.0	-1.0
ENSG00000057593	F7	F7	F7	P08709	ENST00000346342;ENST00000375581	13	113105762	113120685	1	13	113760105.0	113774995.0	1.0
ENSG00000058085	LAMC2	LAMC2	LAMC2 LAMB2T LAMNB2	Q13753	ENST00000493293;ENST00000264144	1	183186057	183245127	1	1	183155373.0	183214035.0	1.0
ENSG00000058799	YIPF1	YIPF1	YIPF1	Q9Y548	ENST00000464950;ENST00000371399;ENST00000072644	1	53847531	53890683	-1	1	54317392.0	54356407.0	-1.0
ENSG00000059804	SLC2A3	SLC2A3	SLC2A3 GLUT3	P11169	ENST00000075120;ENST00000715759;ENST00000707174	12	7919230	8019007	-1	12	8071826.0	8088871.0	-1.0
ENSG00000060237	WNK1	WNK1	WNK1 HSN2 KDP KIAA0344 PRKWNK1	Q9H4A3	ENST00000315939;ENST00000530271;ENST00000340908;ENST00000537687;ENST00000675631	12	752536	911452	1	12	861759.0	1020618.0	1.0
ENSG00000060566	CREB3L3	CREB3L3	CREB3L3 CREBH HYST1481	Q68CJ9	ENST00000078445;ENST00000595923;ENST00000602257;ENST00000602147	19	4153621	4173057	1	19	4153598.0	4173051.0	1.0
ENSG00000060656	PTPRU	PTPRU	PTPRU FMI PCP2 PTPRO	Q92729	ENST00000345512;ENST00000373779;ENST00000428026;ENST00000460170	1	29236505	29326813	1	1	29563028.0	29653325.0	1.0
ENSG00000060718	COL11A1	COL11A1	COL11A1 COLL6	P12107	ENST00000358392;ENST00000353414;ENST00000370096;ENST00000512756	1	102876467	103108872	-1	1	103342023.0	103574052.0	-1.0
ENSG00000061492	WNT8A	WNT8A	WNT8A WNT8D	Q9H1J5	ENST00000361560;ENST00000506684;ENST00000398754	5	138083990	138092365	1	5	137419581.0	137428054.0	1.0
ENSG00000062038	CDH3	CDH3	CDH3 CDHP	P22223	ENST00000429102;ENST00000264012	16	68636189	68727468	1	16	68670092.0	68756519.0	1.0
ENSG00000062096	ARSF	ARSF	ARSF	P54793	ENST00000381127;ENST00000359361	X	3040235	3112822	1	X	2959512.0	3030767.0	1.0
ENSG00000062524	LTK	LTK	LTK TYK1	P29376	ENST00000263800;ENST00000355166;ENST00000453182	15	41503634	41513887	-1	15	41795836.0	41806085.0	-1.0
ENSG00000063015	SEZ6	SEZ6	SEZ6	Q53EL9	ENST00000360295;ENST00000317338	17	28954901	29006440	-1	17	27281919.0	27333458.0	-1.0
ENSG00000063127	SLC6A16	SLC6A16	SLC6A16 NTT5	Q9GZN6	ENST00000335875;ENST00000454748	19	49289638	49325215	-1	19	49792895.0	49828482.0	-1.0
ENSG00000063180	CA11	CA11	CA11 CARP2 UNQ211/PRO237	O75493	ENST00000084798	19	48637946	48646386	-1	19	49141199.0	49149569.0	-1.0
ENSG00000063660	GPC1	GPC1	GPC1	P35052	ENST00000264039	2	240435636	240468076	1	2	241375088.0	241407493.0	1.0
ENSG00000064115	TM7SF3	TM7SF3	TM7SF3	Q9NS93	ENST00000343028	12	26971579	27014507	-1	12	27126128.0	27167367.0	-1.0
ENSG00000064225	ST3GAL6	ST3GAL6	ST3GAL6 SIAT10	Q9Y274	ENST00000265261;ENST00000394162;ENST00000613264;ENST00000483910	3	98732175	98821201	1	3	98451080.0	98540045.0	1.0
ENSG00000064300	NGFR	NGFR	NGFR TNFRSF16	P08138	ENST00000172229;ENST00000504201	17	49495293	49515008	1	17	47572655.0	47592379.0	1.0
ENSG00000064309	CDON	CDON	CDON CDO	Q4KMG0	ENST00000392693;ENST00000684078;ENST00000531738;ENST00000263577	11	125955796	126063335	-1	11	125825691.0	125933230.0	-1.0
ENSG00000064545	TMEM161A	TMEM161A	TMEM161A UNQ582/PRO1152	Q9NX61	ENST00000450333;ENST00000162044	19	19119169	19138513	-1	19	19229978.0	19249322.0	-1.0
ENSG00000064547	LPAR2	LPAR2	LPAR2 EDG4 LPA2	Q9HBW0	ENST00000407877;ENST00000586703;ENST00000542587	19	19623639	19628930	-1	19	19734477.0	19739739.0	-1.0
ENSG00000064601	CTSA	CTSA	CTSA PPGB	P10619	ENST00000354880;ENST00000646241;ENST00000191018;ENST00000607482;ENST00000372459	20	45890144	45898949	1	20	44518783.0	44527459.0	1.0
ENSG00000064651	SLC12A2	SLC12A2	SLC12A2 NKCC1	P55011	ENST00000262461;ENST00000343225	5	128083714	128189677	1	5	127419458.0	127525380.0	1.0
ENSG00000064687	ABCA7	ABCA7	ABCA7	Q8IZY2	ENST00000263094	19	1039997	1065572	1	19	1040102.0	1065571.0	1.0
ENSG00000064886	CHI3L2	CHI3L2	CHI3L2	Q15782	ENST00000445067;ENST00000369744;ENST00000369748;ENST00000466741;ENST00000524472	1	111200771	111243440	1	1	111743393.0	111786062.0	1.0
ENSG00000064989	CALCRL	CALCRL	CALCRL CGRPR	Q16602	ENST00000392370;ENST00000409998;ENST00000410068	2	187341946	187448506	-1	2	188207856.0	188313187.0	-1.0
ENSG00000065308	TRAM2	TRAM2	TRAM2 KIAA0057	Q15035	ENST00000182527	6	52497408	52577077	-1	6	52362200.0	52441713.0	-1.0
ENSG00000065320	NTN1	NTN1	NTN1 NTN1L	O95631	ENST00000173229	17	9021210	9244000	1	17	8924859.0	9147317.0	1.0
ENSG00000065325	GLP2R	GLP2R	GLP2R	O95838	ENST00000262441	17	9822206	9892099	1	17	9725523.0	9795419.0	1.0
ENSG00000065361	ERBB3	ERBB3	ERBB3 HER3	P21860	ENST00000683059;ENST00000411731;ENST00000267101;ENST00000551242;ENST00000683164;ENST00000415288;ENST00000683018	12	56076799	56103505	1	12	56473641.0	56497289.0	1.0
ENSG00000065600	PACC1	PACC1	PACC1 C1orf75 TMEM206	Q9H813	ENST00000261455;ENST00000535273	1	212363926	212414909	-1	1	212537273.0	212588243.0	-1.0
ENSG00000065609	SNAP91	SNAP91	SNAP91 KIAA0656	O60641	ENST00000369694;ENST00000439399;ENST00000521743;ENST00000520302;ENST00000520213	6	83552880	83709691	-1	6	84262599.0	84419410.0	-1.0
ENSG00000065618	COL17A1	COL17A1	COL17A1 BP180 BPAG2	Q9UMD9	ENST00000369733;ENST00000648076	10	104030753	104086225	-1	10	105791044.0	105845760.0	-1.0
ENSG00000065923	SLC9A7	SLC9A7	SLC9A7 NHE7	Q96T83	ENST00000328306	X	46599251	46759193	-1	X	46464753.0	46618490.0	-1.0
ENSG00000066056	TIE1	TIE1	TIE1 TIE	P35590	ENST00000372476	1	43300971	43323108	1	1	43766664.0	43788779.0	1.0
ENSG00000066230	SLC9A3	SLC9A3	SLC9A3 NHE3	P48764	ENST00000264938;ENST00000514375	5	470456	524449	-1	5	473425.0	524447.0	-1.0
ENSG00000066294	CD84	CD84	CD84 SLAMF5	Q9UIB8	ENST00000534968;ENST00000368054;ENST00000311224;ENST00000368048;ENST00000368051	1	160541095	160579516	-1	1	160510885.0	160549306.0	-1.0
ENSG00000066468	FGFR2	FGFR2	FGFR2 BEK KGFR KSAM	P21802	ENST00000358487;ENST00000457416;ENST00000369061;ENST00000357555;ENST00000351936;ENST00000682550;ENST00000683211;ENST00000356226;ENST00000369060;ENST00000346997;ENST00000360144;ENST00000369056;ENST00000359354	10	121478332	121598458	-1	10	123237848.0	123357972.0	-1.0
ENSG00000067057	PFKP	PFKP	PFKP PFKF	Q01813	ENST00000381125	10	3066333	3137723	1	10	3108525.0	3179904.0	1.0
ENSG00000067113	PLPP1	PLPP1	PLPP1 LPP1 PPAP2A	O14494	ENST00000264775;ENST00000307259	5	55424849	55535035	-1	5	54720682.0	54830878.0	-1.0
ENSG00000067141	NEO1	NEO1	NEO1 IGDCC2 NGN	Q92859	ENST00000339362;ENST00000560262;ENST00000558964;ENST00000261908	15	73051645	73305205	1	15	73344051.0	73597547.0	1.0
ENSG00000067167	TRAM1	TRAM1	TRAM1 TRAM	Q15629	ENST00000262213	8	70573218	70608449	-1	8	71485677.0	71520622.0	-1.0
ENSG00000067182	TNFRSF1A	TNFRSF1A	TNFRSF1A TNFAR TNFR1	P19438	ENST00000162749;ENST00000437813;ENST00000698339;ENST00000698340	12	6328757	6342114	-1	12	6437923.0	6451280.0	-1.0
ENSG00000067560	RHOA	RHOA	RHOA ARH12 ARHA RHO12	P61586	ENST00000678200;ENST00000445425;ENST00000679208;ENST00000418115	3	49359136	49412998	-1	3	49396578.0	49450431.0	-1.0
ENSG00000067715	SYT1	SYT1	SYT1 SVP65 SYT	P21579	ENST00000393240;ENST00000704696;ENST00000704700;ENST00000704702;ENST00000704704;ENST00000261205;ENST00000704705;ENST00000704706;ENST00000704708;ENST00000704710;ENST00000704714;ENST00000704718;ENST00000552744	12	78863650	79452009	1	12	79257773.0	79845788.0	1.0
ENSG00000068001	HYAL2	HYAL2	HYAL2 LUCA2	Q12891	ENST00000447092;ENST00000357750;ENST00000395139;ENST00000442581	3	50315845	50324687	-1				
ENSG00000068078	FGFR3	FGFR3	FGFR3 JTK4	P22607	ENST00000340107;ENST00000440486;ENST00000352904	4	1793286	1808873	1	4	1795034.0	1810599.0	1.0
ENSG00000068912	ERLEC1	ERLEC1	ERLEC1 C2orf30 XTP3TPB UNQ1878/PRO4321	Q96DZ1	ENST00000185150;ENST00000405123;ENST00000378239	2	53787009	53833038	1	2	54014181.0	54045956.0	1.0
ENSG00000069018	TRPC7	TRPC7	TRPC7 TRP7	Q9HCX4	ENST00000513104;ENST00000378459;ENST00000352189	5	136212745	136365545	-1	5	135548999.0	135732730.0	-1.0
ENSG00000069122	ADGRF5	ADGRF5	ADGRF5 GPR116 KIAA0758	Q8IZF2	ENST00000283296;ENST00000265417	6	46852310	46956392	-1	6	46820249.0	46922680.0	-1.0
ENSG00000069188	SDK2	SDK2	SDK2 KIAA1514	Q58EX2	ENST00000392650	17	73334384	73644445	-1	17	71330523.0	71640228.0	-1.0
ENSG00000069206	ADAM7	ADAM7	ADAM7 GP83	Q9H2U9	ENST00000441335;ENST00000175238	8	24440930	24526970	1	8	24298443.0	24384483.0	1.0
ENSG00000069431	ABCC9	ABCC9	ABCC9 SUR2	O60706	ENST00000261200;ENST00000261201	12	21797389	21942543	-1	12	21950335.0	22094336.0	-1.0
ENSG00000069493	CLEC2D	CLEC2D	CLEC2D CLAX LLT1 OCIL	Q9UHP7	ENST00000261340;ENST00000290855;ENST00000479877;ENST00000543300;ENST00000545918;ENST00000261339	12	9664969	9699553	1	12	9817565.0	9848413.0	1.0
ENSG00000069696	DRD4	DRD4	DRD4	P21917	ENST00000176183	11	637269	640706	1	11	637293.0	640706.0	1.0
ENSG00000069702	TGFBR3	TGFBR3	TGFBR3	Q03167	ENST00000370399;ENST00000525962;ENST00000465892;ENST00000212355	1	91680343	91906335	-1	1	92145902.0	92371892.0	-1.0
ENSG00000069764	PLA2G10	PLA2G10	PLA2G10	O15496	ENST00000438167	16	14672548	14694308	-1	16	14766405.0	14788526.0	-1.0
ENSG00000069849	ATP1B3	ATP1B3	ATP1B3	P54709	ENST00000286371	3	141876124	141926549	1	3	141594966.0	141645356.0	1.0
ENSG00000069943	PIGB	PIGB	PIGB	Q92521	ENST00000164305	15	55318960	55355648	1	15	55611158.0	55647846.0	1.0
ENSG00000070018	LRP6	LRP6	LRP6	O75581	ENST00000261349	12	12116025	12267185	-1				
ENSG00000070019	GUCY2C	GUCY2C	GUCY2C GUC2C STAR	P25092	ENST00000261170	12	14612632	14696599	-1	12	14765576.0	14849519.0	-1.0
ENSG00000070193	FGF10	FGF10	FGF10	O15520	ENST00000264664	5	44300247	44389977	-1	5	44303646.0	44389808.0	-1.0
ENSG00000070269	TMEM260	TMEM260	TMEM260 C14orf101	Q9NX78	ENST00000261556;ENST00000538838	14	56488354	56650606	1	14	56955072.0	57117324.0	1.0
ENSG00000070404	FSTL3	FSTL3	FSTL3 FLRG UNQ674/PRO1308	O95633	ENST00000166139	19	676392	683392	1	19	676392.0	683385.0	1.0
ENSG00000070413	DGCR2	DGCR2	DGCR2 IDD KIAA0163	P98153	ENST00000537045;ENST00000263196	22	19036280	19122461	-1	22	19023795.0	19109967.0	-1.0
ENSG00000070526	ST6GALNAC1	ST6GALNAC1	ST6GALNAC1 SIAT7A UNQ543/PRO848	Q9NSC7	ENST00000156626	17	76624756	76643812	-1	17	74620843.0	74639920.0	-1.0
ENSG00000070614	NDST1	NDST1	NDST1 HSST HSST1	P52848	ENST00000523767;ENST00000261797	5	150485648	150558211	1	5	149865381.0	149937773.0	1.0
ENSG00000070731	ST6GALNAC2	ST6GALNAC2	ST6GALNAC2 SIAT7B SIATL1 STHM	Q9UJ37	ENST00000225276	17	76565377	76586956	-1	17	74559792.0	74583038.0	-1.0
ENSG00000070831	CDC42	CDC42	CDC42	P60953	ENST00000400259;ENST00000344548;ENST00000411827;ENST00000695857;ENST00000315554;ENST00000656825;ENST00000695860;ENST00000695796;ENST00000695797;ENST00000662562;ENST00000695798;ENST00000695799;ENST00000695800;ENST00000695802	1	22052627	22101360	1	1	22379120.0	22419437.0	1.0
ENSG00000070886	EPHA8	EPHA8	EPHA8 EEK HEK3 KIAA1459	P29322	ENST00000166244;ENST00000374644	1	22563489	22603595	1	1	22890057.0	22930087.0	1.0
ENSG00000070915	SLC12A3	SLC12A3	SLC12A3 NCC TSC	P55017	ENST00000566786;ENST00000438926;ENST00000563236	16	56865207	56915850	1	16	56899119.0	56949762.0	1.0
ENSG00000071073	MGAT4A	MGAT4A	MGAT4A	Q9UM21	ENST00000264968;ENST00000409391;ENST00000393487;ENST00000414521	2	98619106	98732639	-1	2	99235569.0	99347589.0	-1.0
ENSG00000071537	SEL1L	SEL1L	SEL1L TSA305 UNQ128/PRO1063	Q9UBV2	ENST00000336735;ENST00000555824	14	81471547	81533863	-1	14	81937893.0	82000205.0	-1.0
ENSG00000071553	ATP6AP1	ATP6AP1	ATP6AP1 ATP6IP1 ATP6S1 VATPS1 XAP3	Q15904	ENST00000369762	X	154428618	154436517	1	X	153656978.0	153664862.0	1.0
ENSG00000071991	CDH19	CDH19	CDH19 CDH7L2 UNQ478/PRO941	Q9H159	ENST00000262150;ENST00000540086	18	66501083	66604438	-1	18	64168320.0	64271375.0	-1.0
ENSG00000072041	SLC6A15	SLC6A15	SLC6A15 B0AT2 NTT73 SBAT1	Q9H2J7	ENST00000266682;ENST00000680963;ENST00000681106;ENST00000681721;ENST00000552192;ENST00000681688;ENST00000450363	12	84859491	84913629	-1	12	85253492.0	85307394.0	-1.0
ENSG00000072071	ADGRL1	ADGRL1	ADGRL1 KIAA0821 LEC2 LPHN1	O94910	ENST00000340736;ENST00000361434	19	14147743	14206204	-1				
ENSG00000072182	ASIC4	ASIC4	ASIC4 ACCN4	Q96FT7	ENST00000347842;ENST00000358078	2	219514170	219538772	1	2	220378892.0	220403494.0	1.0
ENSG00000072274	TFRC	TFRC	TFRC	P02786	ENST00000360110;ENST00000698280;ENST00000698291;ENST00000392396	3	196012511	196082162	-1	3	195754054.0	195809060.0	-1.0
ENSG00000072315	TRPC5	TRPC5	TRPC5 TRP5	Q9UL62	ENST00000262839	X	111768011	112082776	-1	X	111017543.0	111326004.0	-1.0
ENSG00000072571	HMMR	HMMR	HMMR IHABP RHAMM	O75330	ENST00000353866;ENST00000393915;ENST00000432118;ENST00000358715	5	163460203	163491945	1	5	162887209.0	162918947.0	1.0
ENSG00000072657	TRHDE	TRHDE	TRHDE UNQ2507/PRO5995	Q9UKU6	ENST00000261180	12	72087266	72670758	1	12	72481046.0	73059422.0	1.0
ENSG00000072682	P4HA2	P4HA2	P4HA2 UNQ290/PRO330	O15460	ENST00000360568;ENST00000379104;ENST00000401867;ENST00000379086;ENST00000166534;ENST00000379100	5	132190094	132295315	-1	5	131527531.0	131631008.0	-1.0
ENSG00000072694	FCGR2B	FCGR2B	FCGR2B CD32 FCG2 IGFR2	P31994	ENST00000236937;ENST00000367961;ENST00000358671	1	161662803	161679490	1	1	161551101.0	161648444.0	1.0
ENSG00000072858	SIDT1	SIDT1	SIDT1	Q9NXL6	ENST00000264852;ENST00000393830	3	113532400	113629714	1	3	113251143.0	113348425.0	1.0
ENSG00000073008	PVR	PVR	PVR PVS	P15151	ENST00000344956;ENST00000403059	19	44643798	44666162	1	19	45147098.0	45166850.0	1.0
ENSG00000073060	SCARB1	SCARB1	SCARB1 CD36L1 CLA1	Q8WTV0	ENST00000261693;ENST00000339570;ENST00000415380	12	124776856	124882668	-1	12	125261402.0	125367214.0	-1.0
ENSG00000073067	CYP2W1	CYP2W1	CYP2W1	Q8TAV3	ENST00000308919	7	983181	989640	1	7	1022835.0	1029276.0	1.0
ENSG00000073150	PANX2	PANX2	PANX2	Q96RD6	ENST00000159647;ENST00000395842	22	50170731	50180295	1	22	50609160.0	50618723.0	1.0
ENSG00000073670	ADAM11	ADAM11	ADAM11 MDC	O75078	ENST00000200557	17	44758988	44781846	1	17	42836399.0	42859214.0	1.0
ENSG00000073734	ABCB11	ABCB11	ABCB11 BSEP	O95342	ENST00000650372	2	168915498	169031324	-1				
ENSG00000073754	CD5L	CD5L	CD5L API6 UNQ203/PRO229	O43866	ENST00000368174	1	157830911	157898256	-1	1	157800704.0	157868046.0	-1.0
ENSG00000073756	PTGS2	PTGS2	PTGS2 COX2	P35354	ENST00000367468;ENST00000680451	1	186671791	186680922	-1	1	186640923.0	186649559.0	-1.0
ENSG00000073849	ST6GAL1	ST6GAL1	ST6GAL1 SIAT1	P15907	ENST00000169298;ENST00000457772;ENST00000677292;ENST00000676633;ENST00000448044;ENST00000416235	3	186930325	187078932	1	3	186648274.0	186796341.0	1.0
ENSG00000074181	NOTCH3	NOTCH3	NOTCH3	Q9UM47	ENST00000263388	19	15159038	15200996	-1	19	15270444.0	15311792.0	-1.0
ENSG00000074276	CDHR2	CDHR2	CDHR2 PCDH24 PCLKC	Q9BYE9	ENST00000510636;ENST00000261944	5	176542511	176596284	1	5	175969512.0	176022975.0	1.0
ENSG00000074410	CA12	CA12	CA12	O43570	ENST00000178638;ENST00000344366	15	63321378	63382027	-1	15	63613577.0	63674360.0	-1.0
ENSG00000074527	NTN4	NTN4	NTN4	Q9HB63	ENST00000343702;ENST00000344911;ENST00000538383;ENST00000553059	12	95657807	95791189	-1	12	96051583.0	96184930.0	-1.0
ENSG00000074621	SLC24A1	SLC24A1	SLC24A1 KIAA0702 NCKX1	O60721	ENST00000339868;ENST00000261892;ENST00000399033;ENST00000546330	15	65611366	65660995	1	15	65903704.0	65953333.0	1.0
ENSG00000074660	SCARF1	SCARF1	SCARF1 KIAA0149 SREC	Q14162	ENST00000263071;ENST00000434376;ENST00000571272	17	1633851	1645753	-1	17	1537152.0	1549041.0	-1.0
ENSG00000074771	NOX3	NOX3	NOX3 MOX2	Q9HBY0	ENST00000159060	6	155395368	155455839	-1	6	155716504.0	155777037.0	-1.0
ENSG00000074803	SLC12A1	SLC12A1	SLC12A1 NKCC2	Q13621	ENST00000647232;ENST00000647546;ENST00000380993;ENST00000396577	15	48178438	48304078	1	15	48483861.0	48596275.0	1.0
ENSG00000075035	WSCD2	WSCD2	WSCD2 KIAA0789	Q2TBF2	ENST00000547525;ENST00000332082;ENST00000549903	12	108129288	108250537	1	12	108523248.0	108644314.0	1.0
ENSG00000075073	TACR2	TACR2	TACR2 NK2R NKNAR TAC2R	P21452	ENST00000373306	10	69403903	69416918	-1	10	71163659.0	71176623.0	-1.0
